eplenmean,eprewmean,fps,loss/approxkl,loss/clipfrac,loss/cluster_value_loss,loss/loss,loss/policy_entropy,loss/policy_loss,loss/skill_loss,loss/value_loss,loss/vq_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
146.05,2.0,263.0,0.008303099311888218,0.1366373747587204,0.0,0.0614280141890049,2.6998069286346436,-0.0020729992538690567,0.0037186492700129747,0.18099813163280487,0.22027556598186493,-0.00015544891357421875,1.0,256.0,62.23389311903156,16384.0
248.43283582089552,2.6865670680999756,2747.0,0.0072293407283723354,0.1043294295668602,0.0,0.1776195764541626,2.691908836364746,-0.0019152848981320858,0.0037220206577330828,0.4129078686237335,0.11239087581634521,0.027602314949035645,2.0,512.0,68.20188232883811,32768.0
252.5,2.9000000953674316,2791.0,0.009023011662065983,0.0984293594956398,0.0,0.35531654953956604,2.6731765270233154,-0.00013666179438587278,0.0037218055222183466,0.7643701434135437,0.12107232213020325,0.05993020534515381,3.0,768.0,74.071078147972,49152.0
159.33,4.400000095367432,2802.0,0.010567388497292995,0.1306559294462204,0.0,0.6439223885536194,2.6589515209198,-0.0003279813099652529,0.003720225766301155,1.3416799306869507,0.15159454941749573,0.1169888973236084,4.0,1024.0,79.91787716792896,65536.0
112.12,3.0,2752.0,0.011864296160638332,0.1131184920668602,0.0,0.6760954856872559,2.63512921333313,-0.00011655766138574108,0.0037183461245149374,1.4051265716552734,0.20388168096542358,0.16401755809783936,5.0,1280.0,85.87075478886254,81920.0
103.73,3.799999952316284,2743.0,0.01059423666447401,0.0724690780043602,0.0,0.7050866484642029,2.6125447750091553,0.0012296667555347085,0.0037168459966778755,1.4599647521972656,0.2723677456378937,0.1762617826461792,6.0,1536.0,91.84462464600801,98304.0
75.41,3.9000000953674316,2731.0,0.016729028895497322,0.1351114958524704,0.0,0.6692759394645691,2.578352689743042,0.0026906663551926613,0.0037084550131112337,1.3847373723983765,0.48991143703460693,0.24315762519836426,7.0,1792.0,97.84301262698136,114688.0
114.02,3.200000047683716,2806.0,0.011289157904684544,0.0772501602768898,0.0,0.5813844799995422,2.6102101802825928,0.0028168789576739073,0.0037018705625087023,1.2093396186828613,0.5454339385032654,0.3017647862434387,8.0,2048.0,103.68165693688206,131072.0
120.45,4.0,2795.0,0.013720852322876453,0.1104939803481102,0.0,0.4844435155391693,2.6256303787231445,0.0026754969730973244,0.0036889314651489258,1.016048550605774,1.0072990655899048,0.35145890712738037,9.0,2304.0,109.54250296088867,147456.0
127.74,3.0999999046325684,2718.0,0.006662753876298666,0.0478108711540699,0.0,0.42690959572792053,2.6187593936920166,0.0007325951009988785,0.003666245611384511,0.9047290682792664,1.72018301486969,0.4091101288795471,10.0,2560.0,115.57139805494808,163840.0
98.71,3.700000047683716,2743.0,0.01057680044323206,0.0765584334731102,0.0,0.5951681733131409,2.594411611557007,0.0022147062700241804,0.0036488336045295,1.2377949953079224,2.125897169113159,0.4384945034980774,11.0,2816.0,121.54520124499686,180224.0
95.51,3.9000000953674316,2828.0,0.007091030012816191,0.0657958984375,0.0,0.5370262265205383,2.5519604682922363,-0.002237005392089486,0.003611471736803651,1.1295655965805054,2.4745211601257324,0.5222877562046051,12.0,3072.0,127.34261175082065,196608.0
72.85,3.5,2708.0,0.005857819225639105,0.0500895194709301,0.0,0.632856547832489,2.5431878566741943,0.0010549155995249748,0.003615438239648938,1.314466953277588,2.6010472774505615,0.5388098657131195,13.0,3328.0,133.3915228859987,212992.0
