eplenmean,eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
145.91666666666666,5.0,326.0,0.0009596305317245424,0.0,2.707082748413086,-0.0013057813048362732,0.2429545521736145,0.12619715929031372,1.0,256.0,50.15304119302891,16384.0
289.39473684210526,5.263157844543457,4983.0,0.0018618885660544038,0.01688639260828495,2.6995487213134766,-0.0011863978579640388,0.3764055669307709,0.145014226436615,2.0,512.0,53.443723808042705,32768.0
338.0126582278481,5.316455841064453,4860.0,0.0034897278528660536,0.03570556640625,2.680896043777466,-0.0024484088644385338,0.5727295279502869,0.1842503547668457,3.0,768.0,56.81514548393898,49152.0
414.24,4.199999809265137,5005.0,0.005169695243239403,0.0530598945915699,2.6551740169525146,-0.003971441183239222,0.5515991449356079,0.26937663555145264,4.0,1024.0,60.089532570913434,65536.0
206.69,4.0,5116.0,0.00392222311347723,0.03619384765625,2.6376919746398926,-0.00367591786198318,0.8842634558677673,0.31091004610061646,5.0,1280.0,63.2924632600043,81920.0
164.56,5.599999904632568,5077.0,0.005657978355884552,0.0677490234375,2.614072322845459,-0.004820689093321562,1.0911839008331299,0.3741803765296936,6.0,1536.0,66.52006801497191,98304.0
137.23,5.099999904632568,4867.0,0.004282564390450716,0.0467732734978199,2.585150957107544,-0.0008259177557192743,1.3593955039978027,0.42530667781829834,7.0,1792.0,69.88687621196732,114688.0
100.15,6.5,5065.0,0.0038176642265170813,0.02742513082921505,2.5180819034576416,-0.0023929013404995203,1.6904126405715942,0.4869866371154785,8.0,2048.0,73.12273850594647,131072.0
96.84,5.199999809265137,4760.0,0.005797838792204857,0.059326171875,2.501755952835083,-0.0030822574626654387,1.386849045753479,0.5189146101474762,9.0,2304.0,76.56534634600393,147456.0
90.99,5.599999904632568,4789.0,0.005868732463568449,0.0526529960334301,2.4638569355010986,-0.004029781091958284,1.36408269405365,0.5940099060535431,10.0,2560.0,79.98672165395692,163840.0
