eplenmean,eprewmean,fps,loss/approxkl,loss/clipfrac,loss/cluster_value_loss,loss/loss,loss/policy_entropy,loss/policy_loss,loss/skill_loss,loss/value_loss,loss/vq_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
57.193548387096776,3.387096881866455,369.0,0.007165543735027313,0.1004842147231102,0.0,0.30148813128471375,2.7009918689727783,-0.0011070814216509461,0.0037209801375865936,0.659210205078125,0.12344752997159958,0.012766361236572266,1.0,256.0,44.357178474077955,16384.0
116.78350515463917,3.8144330978393555,2489.0,0.005743194371461868,0.0620524100959301,0.0,0.21740122139453888,2.6954915523529053,-0.000834861712064594,0.0037222609389573336,0.49038195610046387,0.09186524152755737,0.032246530055999756,2.0,512.0,52.24105066014454,32768.0
181.17,4.800000190734863,2491.0,0.005488578230142593,0.05389404296875,0.0,0.2122378945350647,2.6920888423919678,-2.5118866687989794e-05,0.003722144989296794,0.47836780548095703,0.105573870241642,0.03943181037902832,3.0,768.0,58.81833424908109,49152.0
356.52,4.099999904632568,2481.0,0.011282011866569519,0.1761881560087204,0.0,0.0872194766998291,2.6835289001464844,-0.0012356200022622943,0.0037215452175587416,0.23058076202869415,0.12122538685798645,0.10690367221832275,4.0,1024.0,65.42495067697018,65536.0
412.93,3.4000000953674316,2541.0,0.008821041323244572,0.12060546875,0.0,0.134401336312294,2.691909074783325,0.0005166883347555995,0.003721458837389946,0.3216075003147125,0.13823376595973969,0.10963600873947144,5.0,1280.0,71.87353719212115,81920.0
391.17,3.0999999046325684,2516.0,0.00752859003841877,0.0784098282456398,0.0,0.19443804025650024,2.6967782974243164,-0.0018804414430633187,0.003720948239788413,0.44657251238822937,0.15728682279586792,0.12630796432495117,6.0,1536.0,78.38511548796669,98304.0
395.31,3.200000047683716,2560.0,0.009796355850994587,0.1336873322725296,0.0,0.15728431940078735,2.685664176940918,-0.002082012826576829,0.0037212457973510027,0.3724459111690521,0.1844978779554367,0.13299179077148438,7.0,1792.0,84.78418872505426,114688.0
332.28,3.9000000953674316,2612.0,0.006745460908859968,0.09161376953125,0.0,0.2566663920879364,2.6890146732330322,0.0003502316540107131,0.0037213254254311323,0.5664125084877014,0.2335309237241745,0.11903190612792969,8.0,2048.0,91.0578985279426,131072.0
298.93,4.300000190734863,2524.0,0.006733233109116554,0.0951334610581398,0.0,0.1811652034521103,2.6859219074249268,-0.00035870089777745306,0.0037211172748357058,0.4167661964893341,0.23657085001468658,0.14810782670974731,9.0,2304.0,97.54959754203446,147456.0
309.23,3.5999999046325684,2528.0,0.007436323910951614,0.0994873046875,0.0,0.09487569332122803,2.689455986022949,-0.0014417496277019382,0.003720298409461975,0.24642400443553925,0.26319700479507446,0.22544986009597778,10.0,2560.0,104.03161058295518,163840.0
375.22,2.799999952316284,2449.0,0.007132641971111298,0.0753377303481102,0.0,0.12244228273630142,2.682605504989624,-0.0008859215304255486,0.00372038665227592,0.300308495759964,0.3501221835613251,0.20197296142578125,11.0,2816.0,110.72123421612196,180224.0
422.27,2.5999999046325684,2490.0,0.009185991249978542,0.1162516251206398,0.0,0.012116211466491222,2.6807901859283447,-0.0017115138471126556,0.003721194341778755,0.08127125352621078,0.32767316699028015,0.28972727060317993,12.0,3072.0,117.30195582495071,196608.0
453.34,2.9000000953674316,2564.0,0.00914462935179472,0.0901896134018898,0.0,0.15052460134029388,2.679713487625122,-0.0016369008226320148,0.0037216420751065016,0.3579172194004059,0.24733294546604156,0.175767183303833,13.0,3328.0,123.69148258399218,212992.0
431.94,3.200000047683716,2567.0,0.006026424467563629,0.0672810897231102,0.0,0.12130255252122879,2.677750587463379,0.00036105234175920486,0.0037213973701000214,0.2954380214214325,0.21158118546009064,0.19775724411010742,14.0,3584.0,130.07251505414024,229376.0
375.0,3.5,2566.0,0.0066145616583526134,0.0635172501206398,0.0,0.27471497654914856,2.66870379447937,0.0001503225794294849,0.003719515400007367,0.6025032997131348,0.2708875834941864,0.19981062412261963,15.0,3840.0,136.45623248210177,245760.0
324.64,4.599999904632568,2543.0,0.007893416099250317,0.0691935196518898,0.0,0.239019975066185,2.6586296558380127,0.0006580639746971428,0.003719721222296357,0.5298964381217957,0.3088427186012268,0.22778105735778809,16.0,4096.0,142.89859389909543,262144.0
296.37,4.0,2582.0,0.007249623071402311,0.0863037109375,0.0,0.08905458450317383,2.662795305252075,-0.0005718748434446752,0.0037197985220700502,0.23250877857208252,0.2582462430000305,0.2522038221359253,17.0,4352.0,149.24289431795478,278528.0
332.52,4.5,2528.0,0.00826969649642706,0.0977783203125,0.0,0.14585644006729126,2.654433012008667,-0.00157215166836977,0.003720097243785858,0.34794583916664124,0.25216683745384216,0.2480500340461731,18.0,4608.0,155.72246826812625,294912.0
389.49,3.5,2558.0,0.0074541461654007435,0.0903727188706398,0.0,0.1932881474494934,2.660090684890747,0.0005069043254479766,0.003719902830198407,0.4387642443180084,0.2527364194393158,0.2850598096847534,19.0,4864.0,162.12720312504098,311296.0
389.9,3.700000047683716,2567.0,0.0074875070713460445,0.0818277969956398,0.0,0.15861855447292328,2.665709972381592,-0.00037341308780014515,0.003717426210641861,0.3712981641292572,0.2636738717556,0.31046026945114136,20.0,5120.0,168.50994084309787,327680.0
355.27,4.199999809265137,2491.0,0.006404416635632515,0.0756429061293602,0.0,0.10527645796537399,2.661372423171997,-0.0008299692999571562,0.003718150779604912,0.26544031500816345,0.3069424331188202,0.31417298316955566,21.0,5376.0,175.087803944014,344064.0
381.8,3.700000047683716,2426.0,0.006979904603213072,0.0811360701918602,0.0,0.08457387238740921,2.683617353439331,-0.0013793568359687924,0.0037173505406826735,0.22557878494262695,0.24176327884197235,0.36503171920776367,22.0,5632.0,181.84046131093055,360448.0
336.25,3.0999999046325684,2547.0,0.005892535671591759,0.0720418319106102,0.0,0.14257466793060303,2.689237594604492,-0.0008466055733151734,0.0037169393617659807,0.3406273126602173,0.26459845900535583,0.2873835563659668,23.0,5888.0,188.272535122931,376832.0
355.0,3.299999952316284,2587.0,0.00664145452901721,0.0579427070915699,0.0,0.13954678177833557,2.684541702270508,-0.001479225349612534,0.003714393824338913,0.3357428312301636,0.3572562634944916,0.3199388384819031,24.0,6144.0,194.60821599513292,393216.0
