eplenmean,eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
54.10958904109589,4.246575355529785,354.0,0.0004779418231919408,0.0,2.7076151371002197,-0.0008558724075555801,0.7844106554985046,0.0015028119087219238,1.0,256.0,46.16388371307403,16384.0
106.73,4.099999904632568,4533.0,0.002748241415247321,0.0289306640625,2.7010838985443115,-0.0015652779256924987,0.33579525351524353,0.008912086486816406,2.0,512.0,49.78147461405024,32768.0
158.72,3.700000047683716,4451.0,0.002767316298559308,0.02329508401453495,2.68890380859375,-0.0018168307142332196,0.24167364835739136,0.022400736808776855,3.0,768.0,53.46264271903783,49152.0
359.18,3.4000000953674316,4687.0,0.002515543717890978,0.010477702133357525,2.6819703578948975,-0.001957684988155961,0.38287556171417236,0.026895582675933838,4.0,1024.0,56.959054788108915,65536.0
418.45,3.299999952316284,4500.0,0.0021448119077831507,0.0036824543494731188,2.66391658782959,-0.000981673365458846,0.7076385021209717,0.061981797218322754,5.0,1280.0,60.60027059703134,81920.0
304.55,3.5999999046325684,4533.0,0.0018860726850107312,0.0029500324744731188,2.681450128555298,-0.001977706328034401,0.17326457798480988,0.14504021406173706,6.0,1536.0,64.21494165807962,98304.0
308.1,2.9000000953674316,4685.0,0.001859399606473744,0.0055338540114462376,2.6859328746795654,-0.0021340663079172373,0.22287677228450775,0.15744715929031372,7.0,1792.0,67.71257865102962,114688.0
396.67,3.0,4634.0,0.0034162160009145737,0.02532958984375,2.689872980117798,-0.002299708779901266,0.37830880284309387,0.13777166604995728,8.0,2048.0,71.24876962602139,131072.0
378.58,4.0,4766.0,0.005553964991122484,0.0469767265021801,2.6633872985839844,-0.0027895804960280657,0.7201738357543945,0.1614447832107544,9.0,2304.0,74.68710650294088,147456.0
291.42,4.599999904632568,4531.0,0.0025206482969224453,0.013692219741642475,2.658905029296875,-0.0026305413339287043,0.3836725056171417,0.21519476175308228,10.0,2560.0,78.30390088097192,163840.0
291.67,4.0,4681.0,0.004815975204110146,0.0453694649040699,2.650770425796509,-0.0029262907337397337,0.10227873921394348,0.32271814346313477,11.0,2816.0,81.80459524295293,180224.0
324.43,2.700000047683716,4750.0,0.004918799269944429,0.0445963554084301,2.653921365737915,-0.0026032428722828627,0.044085558503866196,0.3977113962173462,12.0,3072.0,85.25424464396201,196608.0
372.98,2.700000047683716,4539.0,0.0022207642905414104,0.01847330667078495,2.625326633453369,-0.0031994832679629326,0.41198575496673584,0.3221448063850403,13.0,3328.0,88.86410603602417,212992.0
330.64,3.0999999046325684,4577.0,0.004425900522619486,0.0489298515021801,2.5961616039276123,-0.0028772009536623955,0.4567930996417999,0.3069635033607483,14.0,3584.0,92.4444298450835,229376.0
241.55,4.699999809265137,4367.0,0.0036995497066527605,0.0351155586540699,2.599311113357544,-0.003762629581615329,0.4552612602710724,0.3585113286972046,15.0,3840.0,96.19656628812663,245760.0
230.18,4.699999809265137,4435.0,0.004504926968365908,0.0363566093146801,2.6161842346191406,-0.0033773770555853844,0.4002070128917694,0.37563347816467285,16.0,4096.0,99.8911965941079,262144.0
230.23,3.5,4513.0,0.006151427980512381,0.0813395157456398,2.5855507850646973,-0.004969635512679815,0.4336101710796356,0.38644468784332275,17.0,4352.0,103.52185001899488,278528.0
272.79,4.300000190734863,4607.0,0.0063890754245221615,0.0821329727768898,2.5906169414520264,-0.0035536244977265596,0.7032296061515808,0.3668094277381897,18.0,4608.0,107.07833285303786,294912.0
222.73,5.099999904632568,4648.0,0.004716061986982822,0.0468546561896801,2.555077314376831,-0.001958646345883608,0.8272400498390198,0.3749779462814331,19.0,4864.0,110.60350399208255,311296.0
175.13,6.099999904632568,4612.0,0.008219607174396515,0.1178385391831398,2.576493501663208,-0.006207452621310949,0.518747866153717,0.3786095380783081,20.0,5120.0,114.15653202007525,327680.0
223.11,5.699999809265137,4506.0,0.005895724054425955,0.0703531876206398,2.566467523574829,-0.004380547441542149,0.6929018497467041,0.37727105617523193,21.0,5376.0,117.79283463396132,344064.0
216.84,5.699999809265137,4417.0,0.005551401525735855,0.05780029296875,2.5792882442474365,-0.005047991406172514,0.8067311644554138,0.39325523376464844,22.0,5632.0,121.50235220696777,360448.0
241.76,4.900000095367432,4363.0,0.0061937193386256695,0.0765177384018898,2.5659968852996826,-0.004300558473914862,0.8602713942527771,0.42263275384902954,23.0,5888.0,125.25753478612751,376832.0
96.36,6.099999904632568,4561.0,0.005726430099457502,0.0645548477768898,2.5374698638916016,-0.003436833620071411,0.9721259474754333,0.4097858667373657,24.0,6144.0,128.850149464095,393216.0
145.1,6.099999904632568,4596.0,0.00479506328701973,0.0474853515625,2.5581533908843994,-0.004912502598017454,0.7719218134880066,0.48225969076156616,25.0,6400.0,132.41549432999454,409600.0
197.36,5.900000095367432,4569.0,0.005264804232865572,0.0563761405646801,2.5454323291778564,-0.004040627274662256,0.7398642897605896,0.493599534034729,26.0,6656.0,136.001786214998,425984.0
184.98,6.199999809265137,4678.0,0.004552997183054686,0.0462443046271801,2.549873113632202,-0.003597096772864461,1.0674952268600464,0.4810042977333069,27.0,6912.0,139.50461772014387,442368.0
123.63,5.800000190734863,4633.0,0.004663847386837006,0.04302978515625,2.5478081703186035,-0.004601545166224241,0.7765398025512695,0.4800151586532593,28.0,7168.0,143.04156912397593,458752.0
157.01,6.199999809265137,4455.0,0.004898589104413986,0.0474446602165699,2.5596985816955566,-0.004310865420848131,0.8105015158653259,0.4408029317855835,29.0,7424.0,146.71944538410753,475136.0
140.69,6.099999904632568,4374.0,0.0044035944156348705,0.04339599609375,2.546370506286621,-0.004342628177255392,0.8836255669593811,0.52728271484375,30.0,7680.0,150.46567839407362,491520.0
166.51,5.199999809265137,4544.0,0.00489736208692193,0.0490315742790699,2.551396131515503,-0.003727756440639496,0.7242383360862732,0.5510141551494598,31.0,7936.0,154.0719887369778,507904.0
180.56,5.699999809265137,4473.0,0.004911924712359905,0.0479736328125,2.5075721740722656,-0.006115995347499847,0.6122564673423767,0.6098614037036896,32.0,8192.0,157.73584970203228,524288.0
151.69,6.0,4361.0,0.005413098260760307,0.060791015625,2.472761869430542,-0.006411619018763304,0.6498035788536072,0.6328561305999756,33.0,8448.0,161.49299513199367,540672.0
173.2,5.900000095367432,4547.0,0.006062247324734926,0.0712076798081398,2.5196621417999268,-0.0060110813938081264,0.5922946929931641,0.663921445608139,34.0,8704.0,165.09691606112756,557056.0
256.28,5.900000095367432,4573.0,0.005149789620190859,0.04998779296875,2.5195205211639404,-0.005611857399344444,0.5987439751625061,0.6336182653903961,35.0,8960.0,168.6801319620572,573440.0
141.49,5.800000190734863,4649.0,0.004449420142918825,0.0441691093146801,2.528653860092163,-0.005061932373791933,0.7935802340507507,0.6068950593471527,36.0,9216.0,172.205057162093,589824.0
146.95,6.699999809265137,4604.0,0.0047323633916676044,0.0468343086540699,2.5036802291870117,-0.006219846662133932,0.8578235507011414,0.6214982569217682,37.0,9472.0,175.76431791111827,606208.0
183.18,6.599999904632568,4587.0,0.005933842156082392,0.071533203125,2.490931272506714,-0.005319057032465935,0.737060546875,0.6297119557857513,38.0,9728.0,179.33996111806482,622592.0
171.55,5.699999809265137,4763.0,0.005326008424162865,0.0546875,2.4823129177093506,-0.0068230400793254375,0.5324017405509949,0.6568999290466309,39.0,9984.0,182.7804950941354,638976.0
154.9,6.099999904632568,4730.0,0.006782236974686384,0.0863240584731102,2.458850860595703,-0.007601457182317972,0.6098811626434326,0.6673673391342163,40.0,10240.0,186.24486693902873,655360.0
159.99,5.400000095367432,4635.0,0.006964741740375757,0.0852864608168602,2.417794942855835,-0.004644134547561407,0.5953272581100464,0.6714092791080475,41.0,10496.0,189.7796715500299,671744.0
175.26,6.599999904632568,4550.0,0.006471692118793726,0.0776163712143898,2.449054479598999,-0.006994036957621574,0.5434274077415466,0.7027370631694794,42.0,10752.0,193.38063811697066,688128.0
171.11,6.5,4660.0,0.005375489126890898,0.0561319999396801,2.4718310832977295,-0.00572987413033843,0.6606377959251404,0.7323082387447357,43.0,11008.0,196.89645375311375,704512.0
149.63,5.699999809265137,4579.0,0.006458427757024765,0.079833984375,2.477261781692505,-0.006053481716662645,0.6799374222755432,0.6920023262500763,44.0,11264.0,200.4752226881683,720896.0
172.56,6.0,4550.0,0.00702626770362258,0.0848185196518898,2.460925340652466,-0.0047087897546589375,0.676048755645752,0.7021108269691467,45.0,11520.0,204.07674353104085,737280.0
