eplenmean,eprewmean,fps,loss/approxkl,loss/clipfrac,loss/cluster_value_loss,loss/loss,loss/policy_entropy,loss/policy_loss,loss/skill_loss,loss/value_loss,loss/vq_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
131.46875,2.5,295.0,0.011622551828622818,0.14044189453125,0.0,0.11076608300209045,2.6968963146209717,-0.0025414135307073593,0.003719397820532322,0.2805528938770294,0.2186257243156433,0.01205432415008545,1.0,256.0,55.440292675979435,16384.0
201.92105263157896,2.3684210777282715,2704.0,0.010353371500968933,0.159423828125,0.0,0.11179247498512268,2.6873605251312256,-0.0017821108922362328,0.003722010413184762,0.28089639544487,0.11268600076436996,0.045876502990722656,2.0,512.0,61.50457352492958,32768.0
193.88,3.200000047683716,2737.0,0.007085634395480156,0.0801798477768898,0.0,0.5251302123069763,2.6754541397094727,-0.0005507445312105119,0.0037209715228527784,1.1048707962036133,0.10587633401155472,0.0848812460899353,3.0,768.0,67.49239436397329,49152.0
138.0,2.799999952316284,2745.0,0.007288406137377024,0.05816650390625,0.0,0.3997960090637207,2.6678600311279297,-0.0011696527944877744,0.003720722859725356,0.8552885055541992,0.1007428839802742,0.11980277299880981,4.0,1024.0,73.46119018085301,65536.0
107.4,2.5,2732.0,0.008726547472178936,0.07757568359375,0.0,0.467758446931839,2.6385183334350586,-0.0016445739893242717,0.0037186220288276672,0.9915763735771179,0.11743908375501633,0.15514308214187622,5.0,1280.0,79.45864922902547,81920.0
90.71,3.4000000953674316,2758.0,0.007621452212333679,0.0767618790268898,0.0,0.7494630813598633,2.631908416748047,0.0018633701838552952,0.003718387568369508,1.547837734222412,0.10522785782814026,0.16598457098007202,6.0,1536.0,85.39814072591253,98304.0
110.15,2.5,2759.0,0.00806249026209116,0.06201171875,0.0,0.5174617171287537,2.6220288276672363,-0.0008146222680807114,0.003711646655574441,1.0889934301376343,0.14536334574222565,0.23184508085250854,7.0,1792.0,91.33664814382792,114688.0
96.97,2.4000000953674316,2767.0,0.008724489249289036,0.0700480118393898,0.0,0.5192131400108337,2.6174066066741943,9.494201367488131e-05,0.003709966316819191,1.090584635734558,0.1436653584241867,0.30250948667526245,8.0,2048.0,97.25888551282696,131072.0
85.28,3.5999999046325684,2695.0,0.007084022741764784,0.0514322929084301,0.0,0.605074942111969,2.5865285396575928,-0.0004980785888619721,0.0037043218035250902,1.2628766298294067,0.20136164128780365,0.32848769426345825,9.0,2304.0,103.33732435898855,147456.0
83.14,3.299999952316284,2810.0,0.005172430071979761,0.03094482421875,0.0,0.7052407264709473,2.5710361003875732,0.0005609184154309332,0.003696638159453869,1.4607805013656616,0.27071163058280945,0.37931203842163086,10.0,2560.0,109.16692212084308,163840.0
