eplenmean,eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
157.73333333333332,3.3333332538604736,265.0,0.0007039649062789977,0.0,2.7073543071746826,-0.0010953505989164114,0.16593678295612335,0.010899901390075684,1.0,256.0,61.62583564291708,16384.0
261.35135135135135,4.594594478607178,5073.0,0.004275843035429716,0.02939859963953495,2.695387601852417,-0.003018647199496627,0.3179089426994324,0.13548678159713745,2.0,512.0,64.85992213594727,32768.0
343.98591549295776,4.788732528686523,4931.0,0.0008442534017376602,0.0010579427471384406,2.6926021575927734,-0.001260319841094315,0.4062063992023468,0.2111191749572754,3.0,768.0,68.18317433190532,49152.0
468.99,4.300000190734863,5037.0,0.004426172934472561,0.02469889260828495,2.6719553470611572,-0.0029411863069981337,0.510524570941925,0.2650527358055115,4.0,1024.0,71.43703168700449,65536.0
332.79,3.799999952316284,5125.0,0.0044085499830543995,0.03594970703125,2.65303111076355,-0.00411547115072608,0.5500163435935974,0.319019615650177,5.0,1280.0,74.63403238682076,81920.0
216.27,5.0,5165.0,0.004953415598720312,0.0352376289665699,2.60707688331604,-0.00384701881557703,1.005791425704956,0.3997611403465271,6.0,1536.0,77.8067626489792,98304.0
131.01,5.5,5342.0,0.004441274795681238,0.0340169258415699,2.5883045196533203,-0.0019921662751585245,1.2451287508010864,0.4223385453224182,7.0,1792.0,80.87409345898777,114688.0
130.75,5.300000190734863,5010.0,0.004862471949309111,0.0418497733771801,2.5731050968170166,-0.003458339488133788,1.1806544065475464,0.4967957139015198,8.0,2048.0,84.14515851996839,131072.0
123.41,5.400000095367432,4673.0,0.0038072122260928154,0.03076171875,2.5544111728668213,-0.002744002966210246,1.2630177736282349,0.535152018070221,9.0,2304.0,87.6512957608793,147456.0
102.02,5.699999809265137,5031.0,0.004295908845961094,0.0320027656853199,2.527405023574829,-0.0037101933266967535,1.3506736755371094,0.55885049700737,10.0,2560.0,90.90795219992287,163840.0
94.67,4.599999904632568,4859.0,0.004154710099101067,0.02884928323328495,2.504040479660034,-0.002565986244007945,1.0411168336868286,0.6263057291507721,11.0,2816.0,94.28030353481881,180224.0
100.85,5.099999904632568,4717.0,0.0021368840243667364,0.012858073227107525,2.4825832843780518,-0.0022480522748082876,1.147335171699524,0.6426708102226257,12.0,3072.0,97.75383457099088,196608.0
84.47,4.599999904632568,4739.0,0.004221211653202772,0.02984619140625,2.447899341583252,-0.002076100092381239,1.324576735496521,0.6861116588115692,13.0,3328.0,101.21158374799415,212992.0
83.11,4.900000095367432,4642.0,0.003710641525685787,0.02766927145421505,2.4322447776794434,-0.0013470080448314548,1.1341279745101929,0.7476613521575928,14.0,3584.0,104.74148014187813,229376.0
86.38,6.400000095367432,4678.0,0.004173525143414736,0.02982584573328495,2.3922488689422607,-0.0025846173521131277,1.3006868362426758,0.7600879520177841,15.0,3840.0,108.24403266981244,245760.0
70.63,4.900000095367432,4754.0,0.0047318944707512856,0.0358072929084301,2.352783203125,-0.0022475679870694876,1.3088185787200928,0.7658045589923859,16.0,4096.0,111.6909968520049,262144.0
71.49,5.699999809265137,4947.0,0.0037015604320913553,0.02386474609375,2.2886135578155518,-0.002456273417919874,1.2749468088150024,0.7899735867977142,17.0,4352.0,115.0033295059111,278528.0
67.06,5.199999809265137,4927.0,0.0032355545554310083,0.01649983786046505,2.3019917011260986,-0.0017954021459445357,1.1741262674331665,0.8099150359630585,18.0,4608.0,118.32956036902033,294912.0
62.09,5.800000190734863,5137.0,0.004423706326633692,0.0434366874396801,2.2386767864227295,-0.004354381933808327,1.4110065698623657,0.8109911531209946,19.0,4864.0,121.51913047698326,311296.0
67.96,6.0,5146.0,0.0024120474699884653,0.0113525390625,2.2514917850494385,-0.001958419568836689,1.3010715246200562,0.8157159388065338,20.0,5120.0,124.70351938996464,327680.0
59.42,6.5,5154.0,0.004510961938649416,0.0301513671875,2.2065372467041016,-0.003810448804870248,1.4624395370483398,0.7902420461177826,21.0,5376.0,127.88325792993419,344064.0
58.34,6.300000190734863,4855.0,0.00243345252238214,0.009765625,2.177443742752075,-0.001076257904060185,1.6901159286499023,0.7837074548006058,22.0,5632.0,131.25831236690283,360448.0
59.47,6.0,4839.0,0.0019808162469416857,0.012898762710392475,2.1700470447540283,-0.0018071261001750827,1.633753776550293,0.7792545706033707,23.0,5888.0,134.64441350800917,376832.0
59.57,6.400000095367432,5140.0,0.0030583853367716074,0.01784261129796505,2.11189866065979,-0.002790286438539624,1.678758978843689,0.7825588136911392,24.0,6144.0,137.83219186100177,393216.0
58.08,6.400000095367432,4934.0,0.0022315713576972485,0.00799560546875,2.112541913986206,-0.0014388958225026727,1.5867029428482056,0.7786307483911514,25.0,6400.0,141.15321106091142,409600.0
64.58,6.199999809265137,5079.0,0.002321267733350396,0.011617024429142475,2.151296854019165,-0.002290666801854968,1.3999162912368774,0.8013009428977966,26.0,6656.0,144.37959009385668,425984.0
67.74,6.599999904632568,4853.0,0.0026860982179641724,0.01784261129796505,2.1496918201446533,-0.002530308673158288,1.5012656450271606,0.788076251745224,27.0,6912.0,147.755878822878,442368.0
63.52,5.699999809265137,4770.0,0.004218116868287325,0.0391438789665699,2.0940194129943848,-0.0006817599642090499,1.5506094694137573,0.7893780320882797,28.0,7168.0,151.19092258485034,458752.0
63.24,6.300000190734863,4786.0,0.003618494840338826,0.0326334647834301,2.0829532146453857,-0.0007528192363679409,1.6041831970214844,0.7767491787672043,29.0,7424.0,154.61494718585163,475136.0
58.31,6.5,4983.0,0.003299191826954484,0.02048746682703495,2.049748659133911,-0.00246831844560802,1.447567343711853,0.7890732735395432,30.0,7680.0,157.90319869294763,491520.0
64.21,5.800000190734863,4907.0,0.0037541138008236885,0.03643798828125,2.1280670166015625,-0.0013841777108609676,1.5325826406478882,0.7818049043416977,31.0,7936.0,161.2422602698207,507904.0
56.37,6.5,4957.0,0.0031831711530685425,0.02463785745203495,2.1128265857696533,-0.0014079684624448419,1.7486485242843628,0.7567920237779617,32.0,8192.0,164.5485228849575,524288.0
